r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,date,winner,title_bout,win_con,weight_class,num_rounds,round_length,fight_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Alexander Gustafsson,Jimi Manuwa,1,0,21,13,0.48,0.56,40,15,1,0,0.5,0.0,0,0,0,0,203,0,16,4,2,1,3,8,12,12,5,1,4,0,"March 08, 2014",r,False,KO/TKO,Light Heavyweight,2,1,6,0.6349206349206349,0.6,0.3870967741935484,0.5714285714285714,0.4444444444444444,0.2857142857142857,1.0,1.0,0.6,1.0,0.8,0.0,0.7142857142857143
Michael Johnson,Melvin Guillard,0,0,48,22,0.32,0.21,51,22,1,0,0.25,0.0,0,0,0,0,74,0,16,15,11,4,21,3,36,13,12,8,0,1,"March 08, 2014",r,False,Decision - Unanimous,Lightweight,3,5,15,0.3333333333333333,0.21359223300970873,0.3103448275862069,0.14606741573033707,0.17204301075268819,0.1875,0.39285714285714285,0.21052631578947367,0.84,0.75,0.0,1.0,0.4
Brad Pickett,Neil Seery,0,0,49,47,0.34,0.41,88,54,4,0,0.5,0.0,1,0,0,0,462,0,27,41,7,6,15,0,34,41,11,6,4,0,"March 08, 2014",r,False,Decision - Unanimous,Flyweight,3,5,15,0.4731182795698925,0.4426229508196721,0.32075471698113206,0.4019607843137255,0.23275862068965517,0.41,0.7777777777777778,0.42857142857142855,0.9375,0.0,0.2222222222222222,0.0,0.6470588235294118
Gunnar Nelson,Omari Akhmedov,0,0,16,6,0.8,0.37,25,8,1,0,1.0,0.0,1,0,0,0,185,2,15,1,0,2,1,3,2,6,0,0,14,0,"March 08, 2014",r,False,Submission,Welterweight,1,4,4,0.78125,0.4444444444444444,1.0,0.375,0.7894736842105263,0.1111111111111111,0.0,0.6666666666666666,1.0,0.75,0.7777777777777778,0.0,0.0
Cyrille Diabate,Ilir Latifi,0,0,0,0,0.0,0.0,1,1,0,1,0.0,1.0,0,2,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,"March 08, 2014",b,False,Submission,Light Heavyweight,1,3,3,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Barnatt,Mats Nilsson,0,0,45,25,0.38,0.44,45,32,0,0,0.0,0.0,0,0,0,0,1,2,32,15,10,4,3,6,41,25,4,0,0,0,"March 08, 2014",r,False,KO/TKO,Middleweight,1,4,4,0.38461538461538464,0.5,0.36283185840707965,0.45454545454545453,0.32,0.3409090909090909,0.7142857142857143,0.8,1.0,0.8571428571428571,0.0,0.0,1.0
Brad Scott,Claudio Silva,0,0,41,36,0.54,0.49,61,114,0,3,0.0,0.2,0,0,0,0,68,318,26,23,11,4,4,9,37,33,4,1,0,2,"March 08, 2014",b,False,Decision - Unanimous,Middleweight,3,5,15,0.6354166666666666,0.7215189873417721,0.5285714285714286,0.4925373134328358,0.43333333333333335,0.41818181818181815,1.0,0.8,1.0,0.6923076923076923,0.0,1.0,0.8
Igor Araujo,Danny Mitchell,0,0,12,18,0.32,0.52,138,70,0,0,0.0,0.0,1,5,1,0,532,209,7,9,5,4,0,5,2,6,1,5,9,7,"March 08, 2014",r,False,Decision - Unanimous,Welterweight,3,5,15,0.6764705882352942,0.6862745098039216,0.2,0.4,0.2413793103448276,0.391304347826087,0.7142857142857143,0.8,0.0,0.8333333333333334,0.34615384615384615,0.5,1.0
Dong Hyun Kim,John Hathaway,2,0,27,27,0.33,0.27,42,52,1,1,0.33,0.16,0,0,0,0,132,225,22,13,5,10,0,4,13,16,6,9,8,2,"March 01, 2014",r,False,KO/TKO,Welterweight,3,1,11,0.4375,0.4094488188976378,0.3023255813953488,0.21621621621621623,0.2894736842105263,0.18840579710144928,1.0,0.45454545454545453,0.0,0.6666666666666666,0.34782608695652173,0.3333333333333333,0.4
Sai Wang,Zhang Lipeng,0,0,31,10,0.39,0.4,100,37,0,4,0.0,0.4,0,2,2,0,432,209,14,4,3,0,14,6,15,8,6,1,10,1,"March 01, 2014",b,True,Decision - Split,Ultimate Fighter China Welterweight Tournament,3,5,15,0.5813953488372093,0.6166666666666667,0.32608695652173914,0.36363636363636365,0.2978723404255319,0.26666666666666666,0.3333333333333333,0.0,0.6086956521739131,0.8571428571428571,0.47619047619047616,0.5,0.5
Matt Mitrione,Shawn Jordan,1,0,24,15,0.38,0.32,25,19,0,0,0.0,0.0,0,0,0,0,21,27,20,8,1,1,3,6,16,10,8,5,0,0,"March 01, 2014",r,False,KO/TKO,Heavyweight,1,4,4,0.38461538461538464,0.37254901960784315,0.3404255319148936,0.2702702702702703,0.3508771929824561,0.21052631578947367,0.5,0.5,1.0,1.0,0.0,0.0,0.5333333333333333
Hatsu Hioki,Ivan Menjivar,0,1,29,27,0.33,0.31,52,57,4,0,0.66,0.0,2,1,0,0,338,98,12,14,14,8,3,5,23,18,5,7,1,2,"March 01, 2014",r,False,Decision - Unanimous,Featherweight,3,5,15,0.4444444444444444,0.48717948717948717,0.30666666666666664,0.26865671641791045,0.20689655172413793,0.24561403508771928,0.5833333333333334,0.5,0.75,0.4166666666666667,1.0,0.4,0.5
Kazuki Tokudome,Yui Chul Nam,0,3,31,77,0.56,0.59,131,109,3,1,0.42,1.0,0,0,0,0,463,294,28,63,2,10,1,4,5,17,12,37,14,23,"March 01, 2014",b,False,Decision - Split,Lightweight,3,5,15,0.7528735632183908,0.630057803468208,0.3125,0.4857142857142857,0.5384615384615384,0.5675675675675675,1.0,0.7142857142857143,1.0,0.8,0.875,0.6388888888888888,0.5217391304347826
Nam Phan,Vaughan Lee,0,0,24,142,0.12,0.45,24,145,0,0,0.0,0.0,0,0,0,0,13,1,11,72,8,47,5,23,24,141,0,1,0,0,"March 01, 2014",b,False,Decision - Unanimous,Bantamweight,3,5,15,0.12631578947368421,0.46178343949044587,0.1276595744680851,0.45483870967741935,0.06962025316455696,0.36548223350253806,0.36363636363636365,0.5949367088607594,0.5555555555555556,0.6571428571428571,0.0,0.0,0.0
Albert Cheng,Anying Wang,0,0,5,13,0.41,0.28,5,15,0,0,0.0,0.0,0,0,0,0,6,32,4,10,1,0,0,3,5,13,0,0,0,0,"March 01, 2014",b,False,TKO - Doctor's Stoppage,Welterweight,1,5,5,0.4166666666666667,0.3191489361702128,0.4166666666666667,0.28888888888888886,0.4,0.2702702702702703,0.5,0.0,0.0,0.42857142857142855,0.0,0.0,0.0
Jumabieke Tuerxun,Mark Eddiva,0,0,12,49,0.35,0.55,33,141,1,4,0.11,0.4,2,0,0,0,50,620,6,22,4,11,2,16,3,15,7,19,2,15,"March 01, 2014",b,False,Decision - Unanimous,Featherweight,3,5,15,0.55,0.746031746031746,0.21428571428571427,0.3333333333333333,0.21428571428571427,0.4,1.0,0.8461538461538461,1.0,0.8,1.0,0.8333333333333334,0.3888888888888889
Ronda Rousey,Sara McMann,1,0,14,13,0.6,0.65,21,14,0,0,0.0,0.0,0,0,0,0,44,0,4,8,9,5,1,0,2,6,12,7,0,0,"February 22, 2014",r,True,KO/TKO,Women's Bantamweight,1,1,1,0.7,0.6666666666666666,0.25,0.6,0.3333333333333333,0.5714285714285714,0.9,0.8333333333333334,1.0,0.0,0.0,0.0,0.8
Daniel Cormier,Patrick Cummins,1,0,18,8,0.48,0.36,20,8,0,0,0.0,0.0,0,0,0,0,9,0,16,5,2,1,0,2,4,7,5,1,9,0,"February 22, 2014",r,False,KO/TKO,Light Heavyweight,1,1,1,0.5128205128205128,0.36363636363636365,0.2222222222222222,0.3333333333333333,0.45714285714285713,0.2777777777777778,1.0,1.0,0.0,0.6666666666666666,0.6923076923076923,0.0,0.8333333333333334
Rory MacDonald,Demian Maia,0,0,75,51,0.35,0.42,77,81,0,2,0.0,0.09,0,0,0,0,7,301,62,37,12,7,1,7,74,30,0,0,1,21,"February 22, 2014",r,False,Decision - Unanimous,Welterweight,3,5,15,0.3581395348837209,0.5328947368421053,0.357487922705314,0.3157894736842105,0.3147208121827411,0.3592233009708738,0.8,0.7777777777777778,1.0,0.875,0.25,0.84,0.0
Mike Pyle,TJ Waldburger,0,0,56,38,0.55,0.42,88,49,4,0,1.0,0.0,1,1,0,0,197,146,44,21,7,7,5,10,21,31,14,7,21,0,"February 22, 2014",r,False,KO/TKO,Welterweight,3,4,14,0.6567164179104478,0.4803921568627451,0.3684210526315789,0.4025974025974026,0.5057471264367817,0.3,1.0,0.875,0.7142857142857143,0.9090909090909091,0.9130434782608695,0.0,0.6666666666666666
Robert Whittaker,Stephen Thompson,0,1,19,38,0.28,0.47,19,39,0,0,0.0,0.0,0,0,0,0,0,7,17,28,0,7,2,3,18,25,1,6,0,7,"February 22, 2014",b,False,KO/TKO,Welterweight,1,3,3,0.2878787878787879,0.48148148148148145,0.28125,0.38461538461538464,0.265625,0.4444444444444444,0.0,0.5384615384615384,1.0,0.75,0.0,0.875,0.5
Alexis Davis,Jessica Eye,0,0,53,47,0.46,0.42,112,69,2,0,0.66,0.0,0,0,0,0,292,69,25,39,6,0,22,8,40,40,7,7,6,0,"February 22, 2014",r,False,Decision - Split,Women's Bantamweight,3,5,15,0.64,0.5111111111111111,0.43956043956043955,0.40816326530612246,0.390625,0.4020618556701031,0.5,0.0,0.5945945945945946,0.6153846153846154,0.75,0.0,0.5
Raphael Assuncao,Pedro Munhoz,0,0,100,33,0.48,0.33,116,41,3,0,1.0,0.0,0,1,0,0,124,0,73,6,8,12,19,15,87,33,1,0,12,0,"February 22, 2014",r,False,Decision - Unanimous,Bantamweight,3,5,15,0.5155555555555555,0.3761467889908257,0.47282608695652173,0.336734693877551,0.4294117647058823,0.10714285714285714,0.6666666666666666,0.5714285714285714,0.7916666666666666,0.6521739130434783,0.6666666666666666,0.0,0.25
Cody Gibson,Aljamain Sterling,0,0,18,46,0.33,0.51,35,132,4,3,0.66,0.6,1,3,0,0,191,475,9,23,8,17,1,6,5,11,11,25,2,10,"February 22, 2014",b,False,Decision - Unanimous,Bantamweight,3,5,15,0.4794520547945205,0.7457627118644068,0.19230769230769232,0.28205128205128205,0.25,0.40350877192982454,0.6153846153846154,0.7727272727272727,0.25,0.6,0.5,0.7692307692307693,0.4782608695652174
Zach Makovsky,Josh Sampo,0,0,34,19,0.51,0.28,60,54,5,0,0.71,0.0,0,0,0,0,327,90,20,7,6,6,8,6,25,13,2,3,7,3,"February 22, 2014",r,False,Decision - Unanimous,Flyweight,3,5,15,0.6451612903225806,0.5192307692307693,0.44642857142857145,0.25,0.4,0.14285714285714285,1.0,0.6,0.8,0.75,0.875,0.6,1.0
Rafaello Oliveira,Erik Koch,0,1,1,19,0.16,0.7,1,19,0,0,0.0,0.0,0,0,0,0,0,24,0,19,1,0,0,0,1,3,0,0,0,16,"February 22, 2014",b,False,KO/TKO,Lightweight,1,1,1,0.16666666666666666,0.7037037037037037,0.16666666666666666,0.5,0.0,0.7037037037037037,1.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.0
Ernest Chavez,Yosdenis Cedeno,0,0,28,26,0.45,0.31,94,27,2,0,1.0,0.0,0,0,0,0,271,46,13,13,6,3,9,10,23,24,4,2,1,0,"February 22, 2014",r,False,Decision - Split,Lightweight,3,5,15,0.706766917293233,0.32142857142857145,0.4107142857142857,0.3,0.3333333333333333,0.203125,0.75,0.375,0.6,0.9090909090909091,0.5,0.0,1.0
Lyoto Machida,Gegard Mousasi,0,0,28,36,0.27,0.33,35,66,1,0,0.5,0.0,0,0,0,1,190,102,16,19,6,4,6,13,25,28,0,3,3,5,"February 15, 2014",r,False,Decision - Unanimous,Middleweight,5,5,25,0.32407407407407407,0.4782608695652174,0.25773195876288657,0.3111111111111111,0.21333333333333335,0.2375,0.35294117647058826,0.4444444444444444,0.6666666666666666,0.7647058823529411,1.0,0.625,0.0
Jacare Souza,Francis Carmont,0,0,16,19,0.34,0.26,51,44,2,0,0.5,0.0,3,0,0,1,521,14,10,14,4,2,2,3,7,19,3,0,6,0,"February 15, 2014",r,False,Decision - Unanimous,Middleweight,3,5,15,0.5730337078651685,0.411214953271028,0.2,0.2714285714285714,0.2564102564102564,0.23728813559322035,0.6666666666666666,0.2857142857142857,1.0,0.6,0.6666666666666666,0.0,1.0
Erick Silva,Takenori Sato,0,0,18,0,1.0,0.0,21,0,0,0,0.0,0.0,0,0,0,0,1,0,14,0,4,0,0,0,2,0,2,0,14,0,"February 15, 2014",r,False,KO/TKO,Welterweight,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Viscardi Andrade,Nicholas Musoke,1,0,24,45,0.34,0.43,68,77,1,2,0.5,0.4,0,0,0,0,152,477,17,36,3,5,4,4,10,26,3,8,11,11,"February 15, 2014",b,False,Decision - Unanimous,Welterweight,3,5,15,0.5862068965517241,0.55,0.23255813953488372,0.3466666666666667,0.2982456140350877,0.4186046511627907,0.42857142857142855,0.4166666666666667,0.8,0.8,0.5238095238095238,0.7333333333333333,0.6
Charles Oliveira,Andy Ogle,0,0,23,21,0.53,0.42,57,34,3,1,0.37,0.5,2,0,0,0,369,269,9,16,12,4,2,1,7,12,9,5,7,4,"February 15, 2014",r,False,Submission,Featherweight,3,2,12,0.7215189873417721,0.5483870967741935,0.35,0.35294117647058826,0.32142857142857145,0.38095238095238093,0.9230769230769231,0.6666666666666666,1.0,1.0,0.875,0.5714285714285714,0.6
Cristiano Marcello,Joe Proctor,0,0,26,67,0.26,0.38,44,72,1,0,0.1,0.0,1,1,0,0,202,41,12,55,7,6,7,6,20,55,5,12,1,0,"February 15, 2014",b,False,Decision - Unanimous,Lightweight,3,5,15,0.36363636363636365,0.3956043956043956,0.23529411764705882,0.3525641025641026,0.18461538461538463,0.3503184713375796,0.35,0.6666666666666666,0.4666666666666667,0.75,0.5,0.0,0.38461538461538464
Rodrigo Damm,Ivan Jorge,0,0,68,63,0.4,0.39,69,68,1,0,1.0,0.0,1,1,0,1,11,118,56,42,3,12,9,9,61,56,4,7,3,0,"February 15, 2014",r,False,Decision - Unanimous,Lightweight,3,5,15,0.40350877192982454,0.4146341463414634,0.3860759493670886,0.3888888888888889,0.3708609271523179,0.328125,0.3333333333333333,0.631578947368421,0.9,0.75,0.6,0.0,0.5714285714285714
Francisco Trinaldo,Jesse Ronson,0,0,55,53,0.37,0.42,61,56,1,0,0.25,0.0,0,0,0,0,118,36,23,21,15,18,17,14,38,46,8,7,9,0,"February 15, 2014",r,False,Decision - Split,Lightweight,3,5,15,0.3961038961038961,0.43410852713178294,0.30158730158730157,0.39316239316239315,0.20909090909090908,0.25609756097560976,0.8333333333333334,0.6206896551724138,0.85,0.9333333333333333,1.0,0.0,0.6153846153846154
Iuri Alcantara,Wilson Reis,1,0,42,23,0.55,0.37,84,66,2,3,0.66,0.42,0,0,1,1,222,406,38,16,2,0,2,7,15,9,3,3,24,11,"February 15, 2014",r,False,Decision - Split,Bantamweight,3,5,15,0.65625,0.6,0.4411764705882353,0.23684210526315788,0.5507246376811594,0.3404255319148936,0.6666666666666666,0.0,0.5,0.5,0.6486486486486487,0.5789473684210527,0.6
Felipe Arantes,Maximo Blanco,1,0,39,44,0.4,0.4,47,73,1,3,0.33,0.5,1,0,0,0,177,211,24,15,10,18,5,11,20,31,15,12,4,1,"February 15, 2014",r,False,Decision - Unanimous,Featherweight,3,5,15,0.44761904761904764,0.5214285714285715,0.31746031746031744,0.4025974025974026,0.3333333333333333,0.22388059701492538,0.625,0.6428571428571429,0.5555555555555556,0.8461538461538461,0.4444444444444444,0.2,0.6
Ildemar Alcantara,Albert Tumenov,0,0,50,32,0.57,0.45,75,50,4,1,0.57,1.0,0,0,0,1,321,135,31,27,10,3,9,2,23,12,14,6,13,14,"February 15, 2014",r,False,Decision - Split,Welterweight,3,5,15,0.6521739130434783,0.5050505050505051,0.4423076923076923,0.3333333333333333,0.5081967213114754,0.421875,0.5882352941176471,0.6,1.0,1.0,0.65,0.5,0.9333333333333333
Douglas Silva de Andrade,Zubaira Tukhugov,0,0,27,35,0.27,0.36,27,41,0,3,0.0,0.5,0,0,0,0,0,43,13,25,4,9,10,1,24,29,3,4,0,2,"February 15, 2014",b,False,Decision - Unanimous,Featherweight,3,5,15,0.27835051546391754,0.4019607843137255,0.2696629213483146,0.3972602739726027,0.18571428571428572,0.32051282051282054,0.3333333333333333,0.5625,0.6666666666666666,1.0,0.0,0.2222222222222222,0.375
Renan Barao,Urijah Faber,1,0,17,8,0.36,0.25,37,9,0,0,0.0,0.0,0,0,0,0,14,0,13,3,1,3,3,2,10,5,5,3,2,0,"February 01, 2014",r,True,KO/TKO,Bantamweight,1,3,3,0.5285714285714286,0.28125,0.3448275862068966,0.20833333333333334,0.34210526315789475,0.13636363636363635,0.2,0.5,1.0,0.6666666666666666,0.4,0.0,0.4166666666666667
Jose Aldo,Ricardo Lamas,0,0,62,41,0.52,0.28,85,63,2,1,1.0,0.16,2,0,0,0,311,246,29,17,13,8,20,16,56,27,6,6,0,8,"February 01, 2014",r,True,Decision - Unanimous,Featherweight,5,5,25,0.5944055944055944,0.37058823529411766,0.5045045045045045,0.2288135593220339,0.3972602739726027,0.18478260869565216,0.5416666666666666,0.5714285714285714,0.9090909090909091,0.4,0.0,0.38095238095238093,1.0
Frank Mir,Alistair Overeem,0,1,3,62,0.13,0.83,5,139,1,0,0.33,0.0,1,0,0,0,29,518,0,40,1,19,2,3,3,14,0,6,0,42,"February 01, 2014",b,False,Decision - Unanimous,Heavyweight,3,5,15,0.19230769230769232,0.8853503184713376,0.13043478260869565,0.7,0.0,0.7692307692307693,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.875,0.0
John Lineker,Ali Bagautinov,0,0,27,49,0.5,0.53,52,86,0,6,0.0,0.5,2,1,0,0,21,441,5,30,21,17,1,2,11,19,10,12,6,18,"February 01, 2014",b,False,Decision - Unanimous,Flyweight,3,5,15,0.6419753086419753,0.6466165413533834,0.34375,0.4222222222222222,0.19230769230769232,0.4166666666666667,0.8076923076923077,0.9444444444444444,0.5,1.0,0.8571428571428571,0.6,0.6666666666666666
Jamie Varner,Abel Trujillo,0,1,36,18,0.37,0.22,51,27,0,0,0.0,0.0,1,0,0,0,150,9,34,17,2,1,0,0,15,12,19,6,2,0,"February 01, 2014",b,False,KO/TKO,Lightweight,2,2,7,0.4180327868852459,0.3068181818181818,0.26785714285714285,0.1935483870967742,0.3695652173913043,0.22666666666666666,0.5,0.25,0.0,0.0,0.5,0.0,0.5277777777777778
John Makdessi,Alan Patrick,0,0,61,40,0.47,0.29,66,42,0,2,0.0,0.18,0,0,0,0,1,100,30,23,18,10,13,7,51,32,10,8,0,0,"February 01, 2014",b,False,Decision - Unanimous,Lightweight,3,5,15,0.4925373134328358,0.3088235294117647,0.4722222222222222,0.2644628099173554,0.38961038961038963,0.22330097087378642,0.47368421052631576,0.45454545454545453,0.9285714285714286,0.7777777777777778,0.0,0.0,0.47619047619047616
Chris Cariaso,Danny Martinez,0,0,73,33,0.35,0.3,85,33,0,5,0.0,0.35,0,0,0,0,0,451,51,18,18,13,4,2,57,27,10,6,6,0,"February 01, 2014",r,False,Decision - Unanimous,Flyweight,3,5,15,0.39351851851851855,0.3,0.32571428571428573,0.3,0.3,0.21176470588235294,0.6428571428571429,0.5652173913043478,0.8,1.0,0.75,0.0,0.5
Nick Catone,Tom Watson,0,0,31,50,0.41,0.33,34,54,5,0,0.45,0.0,0,0,0,0,251,4,16,20,1,5,14,25,20,42,4,6,7,2,"February 01, 2014",r,False,Decision - Split,Middleweight,3,5,15,0.4358974358974359,0.35064935064935066,0.32786885245901637,0.30656934306569344,0.27586206896551724,0.18867924528301888,0.3333333333333333,0.3333333333333333,1.0,0.8928571428571429,1.0,0.6666666666666666,0.5714285714285714
Al Iaquinta,Kevin Lee,1,0,49,39,0.4,0.27,50,51,0,1,0.0,0.12,1,2,0,0,108,250,41,32,6,6,2,1,47,28,0,0,2,11,"February 01, 2014",r,False,Decision - Unanimous,Lightweight,3,5,15,0.4,0.32903225806451614,0.39166666666666666,0.22580645161290322,0.3867924528301887,0.24427480916030533,0.46153846153846156,0.6,0.6666666666666666,1.0,1.0,0.7333333333333333,0.0
Clint Hester,Andy Enz,1,0,72,69,0.36,0.3,74,69,2,0,0.66,0.0,0,0,0,0,71,0,51,45,11,17,10,7,67,69,2,0,3,0,"February 01, 2014",r,False,Decision - Unanimous,Middleweight,3,5,15,0.36633663366336633,0.30666666666666664,0.3471502590673575,0.3080357142857143,0.2914285714285714,0.23076923076923078,0.7857142857142857,0.9444444444444444,0.9090909090909091,0.5833333333333334,0.6,0.0,1.0
Anthony Rocco Martin,Rashid Magomedov,0,0,18,46,0.42,0.63,24,72,1,0,0.12,0.0,1,1,0,0,362,128,2,8,6,24,10,14,12,33,6,12,0,1,"February 01, 2014",b,False,Decision - Unanimous,Lightweight,3,5,15,0.48,0.72,0.36363636363636365,0.559322033898305,0.07692307692307693,0.3076923076923077,1.0,0.8,1.0,0.8235294117647058,0.0,1.0,0.6666666666666666
Neil Magny,Gasan Umalatov,0,0,71,34,0.32,0.44,105,38,1,2,0.14,0.25,0,0,0,0,163,136,47,12,12,14,12,8,56,29,15,3,0,2,"February 01, 2014",r,False,Decision - Unanimous,Welterweight,3,5,15,0.40540540540540543,0.475,0.27722772277227725,0.42028985507246375,0.25405405405405407,0.25,0.6666666666666666,0.7,0.8,1.0,0.0,1.0,0.9375
Benson Henderson,Josh Thomson,0,0,46,19,0.5,0.32,114,33,4,4,1.0,0.36,1,0,0,0,300,472,16,5,21,8,9,6,32,14,13,5,1,0,"January 25, 2014",r,False,Decision - Split,Lightweight,5,5,25,0.6867469879518072,0.44,0.4383561643835616,0.3333333333333333,0.32653061224489793,0.15151515151515152,0.75,0.47058823529411764,0.6428571428571429,0.75,1.0,0.0,0.7647058823529411
Stipe Miocic,Gabriel Gonzaga,0,0,63,29,0.33,0.35,77,33,1,1,1.0,0.16,0,0,0,0,125,5,48,17,6,0,9,12,46,27,0,2,17,0,"January 25, 2014",r,False,Decision - Unanimous,Heavyweight,3,5,15,0.375609756097561,0.3793103448275862,0.2929936305732484,0.34615384615384615,0.28402366863905326,0.29310344827586204,1.0,0.0,0.75,0.7058823529411765,0.5862068965517241,0.0,0.0
Donald Cerrone,Adriano Martins,1,0,16,13,0.43,0.44,16,13,1,0,1.0,0.0,0,0,0,0,6,0,2,11,6,0,8,2,16,13,0,0,0,0,"January 25, 2014",r,False,KO/TKO,Lightweight,1,4,4,0.43243243243243246,0.4482758620689655,0.43243243243243246,0.4642857142857143,0.14285714285714285,0.4230769230769231,0.4,0.0,1.0,1.0,0.0,0.0,0.0
Darren Elkins,Jeremy Stephens,0,0,21,40,0.15,0.34,26,40,0,1,0.0,1.0,4,0,0,0,74,68,14,26,6,6,1,8,20,38,1,0,0,2,"January 25, 2014",b,False,Decision - Unanimous,Featherweight,3,5,15,0.18309859154929578,0.3418803418803419,0.14705882352941177,0.3333333333333333,0.11475409836065574,0.28888888888888886,0.42857142857142855,0.5454545454545454,1.0,0.5,0.0,0.6666666666666666,1.0
Alex Caceres,Sergio Pettis,1,0,53,49,0.32,0.27,56,49,1,1,1.0,0.5,1,0,0,0,93,13,31,36,16,8,6,5,49,47,2,2,2,0,"January 25, 2014",r,False,Submission,Bantamweight,3,4,14,0.3333333333333333,0.2768361581920904,0.31210191082802546,0.27011494252873564,0.256198347107438,0.23684210526315788,0.5,0.42105263157894735,0.5454545454545454,0.8333333333333334,0.5,0.0,0.6666666666666666
Eddie Wineland,Yves Jabouin,1,0,54,33,0.39,0.3,58,33,0,0,0.0,0.0,0,0,0,0,75,0,42,20,9,8,3,5,22,32,5,1,27,0,"January 25, 2014",r,False,KO/TKO,Bantamweight,2,4,9,0.4084507042253521,0.30275229357798167,0.26506024096385544,0.29906542056074764,0.34710743801652894,0.23809523809523808,0.6428571428571429,0.4,1.0,1.0,0.5510204081632653,0.0,0.8333333333333334
Ramiro Hernandez,Hugo Viana,0,1,40,79,0.27,0.33,40,79,0,0,0.0,0.0,0,0,0,0,0,4,34,56,4,19,2,4,40,78,0,1,0,0,"January 25, 2014",b,False,Decision - Unanimous,Bantamweight,3,5,15,0.2777777777777778,0.33760683760683763,0.28169014084507044,0.3406113537117904,0.2518518518518518,0.28426395939086296,0.5714285714285714,0.59375,1.0,0.8,0.0,0.0,0.0
Daron Cruickshank,Mike Rio,2,0,46,10,0.44,0.26,51,14,1,0,1.0,0.0,1,1,0,0,86,2,32,7,7,1,7,2,24,6,21,4,1,0,"January 25, 2014",r,False,KO/TKO,Lightweight,2,4,9,0.4594594594594595,0.3333333333333333,0.34285714285714286,0.2222222222222222,0.37209302325581395,0.21875,0.7,0.25,0.875,1.0,0.5,0.0,0.65625
George Sullivan,Mike Rhodes,0,0,61,51,0.34,0.48,81,57,2,2,0.14,0.5,0,1,0,0,101,152,29,26,10,9,22,16,53,46,8,5,0,0,"January 25, 2014",r,False,Decision - Unanimous,Welterweight,3,5,15,0.405,0.5089285714285714,0.3212121212121212,0.4842105263157895,0.2265625,0.36619718309859156,0.5,0.5,0.7586206896551724,1.0,0.0,0.0,0.7272727272727273
Walt Harris,Nikita Krylov,0,1,1,11,0.2,0.68,1,11,0,0,0.0,0.0,0,0,0,0,0,3,0,5,0,1,1,5,1,8,0,0,0,3,"January 25, 2014",b,False,KO/TKO,Heavyweight,1,0,0,0.2,0.6875,0.2,0.7272727272727273,0.0,0.5555555555555556,0.0,1.0,1.0,0.8333333333333334,0.0,0.6,0.0
Luke Rockhold,Constantinos Philippou,1,0,12,4,0.63,0.21,12,4,0,0,0.0,0.0,0,0,0,0,16,0,4,1,7,1,1,2,8,3,3,1,1,0,"January 15, 2014",r,False,KO/TKO,Middleweight,1,2,2,0.631578947368421,0.21052631578947367,0.5333333333333333,0.16666666666666666,0.36363636363636365,0.06666666666666667,1.0,0.5,1.0,1.0,1.0,0.0,1.0
Lorenz Larkin,Brad Tavares,0,0,39,45,0.34,0.4,43,62,0,2,0.0,0.22,0,0,1,0,42,191,28,19,1,11,10,15,21,44,18,1,0,0,"January 15, 2014",b,False,Decision - Unanimous,Middleweight,3,5,15,0.36752136752136755,0.4696969696969697,0.27631578947368424,0.41509433962264153,0.2916666666666667,0.296875,0.3333333333333333,0.4074074074074074,0.7142857142857143,0.7142857142857143,0.0,0.0,0.4864864864864865
TJ Dillashaw,Mike Easton,0,0,117,46,0.5,0.41,138,51,2,0,0.4,0.0,0,0,0,0,297,0,70,14,20,14,27,18,74,35,33,11,10,0,"January 15, 2014",r,False,Decision - Unanimous,Bantamweight,3,5,15,0.5369649805447471,0.4396551724137931,0.45962732919254656,0.3645833333333333,0.3888888888888889,0.2028985507246377,0.8333333333333334,0.6363636363636364,0.9642857142857143,0.9,0.625,0.0,0.6
Yoel Romero,Derek Brunson,0,0,60,38,0.63,0.4,87,56,0,3,0.0,0.6,0,0,0,0,53,176,27,20,25,1,8,17,31,35,6,1,23,2,"January 15, 2014",r,False,KO/TKO,Middleweight,3,3,13,0.7131147540983607,0.5,0.5254237288135594,0.4166666666666667,0.5,0.29411764705882354,0.78125,0.16666666666666666,1.0,0.85,0.8518518518518519,0.3333333333333333,0.75
