r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,winner,title_bout,win_con,weight_class,num_rounds,round_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Edson Barboza,Anthony Njokuani,0,0,46,72,0.3,0.38,48,78,2 of 2,1 of 1,1.0,1.0,0,0,0,0,45,28,0.28205128205128205,0.3225806451612903,0.6,0.47058823529411764,0.375,0.9285714285714286,16,31,1,0,0,0,r,False,Decision - Unanimous,Lightweight,3,5,0.3137254901960784,0.4020618556701031,0.32,0.5,0.28205128205128205,0.3225806451612903,0.6,0.47058823529411764,0.375,0.9285714285714286,0.0,0.0,0.5
Ricardo Almeida,Mike Pyle,0,0,48,36,0.57,0.49,66,77,1 of 18,1 of 3,0.05,0.33,0,1,0,0,312,55,0.21428571428571427,0.4117647058823529,0.6666666666666666,0.8,0.5,0.5,9,10,1,7,0,1,b,False,Decision - Unanimous,Welterweight,3,5,0.6407766990291263,0.6416666666666667,0.36,0.4,0.21428571428571427,0.4117647058823529,0.6666666666666666,0.8,0.5,0.5,0.0,1.0,0.5
Kurt Pellegrino,Gleison Tibau,0,0,47,44,0.39,0.42,97,81,1 of 6,2 of 7,0.16,0.28,0,0,0,0,189,172,0.3333333333333333,0.425,1.0,0.9,1.0,0.0,14,23,0,1,0,2,b,False,Decision - Split,Lightweight,3,5,0.5672514619883041,0.5436241610738255,0.3684210526315789,0.5,0.3333333333333333,0.425,1.0,0.9,1.0,0.0,0.0,1.0,0.0
Joseph Benavidez,Ian Loveland,0,0,48,45,0.4,0.5,70,50,5 of 17,0 of 1,0.29,0.0,0,0,0,0,227,15,0.32,0.42105263157894735,0.5454545454545454,1.0,0.0,0.0,11,11,1,1,2,1,r,False,Decision - Unanimous,Bantamweight,3,5,0.47619047619047616,0.5102040816326531,0.3333333333333333,0.5,0.32,0.42105263157894735,0.5454545454545454,1.0,0.0,0.0,0.6666666666666666,1.0,1.0
Constantinos Philippou,Nick Catone,0,0,23,31,0.46,0.52,44,79,0 of 0,3 of 8,0.0,0.37,0,0,0,0,0,518,0.0,0.625,0.0,1.0,0.0,0.0,0,1,0,0,0,5,b,False,Decision - Unanimous,Catch Weight,3,5,0.5714285714285714,0.6810344827586207,0.0,0.5,0.0,0.625,0.0,1.0,0.0,0.0,0.0,0.7142857142857143,0.0
Erik Koch,Raphael Assuncao,1,0,4,9,0.22,0.45,5,9,0 of 0,0 of 0,0.0,0.0,0,0,0,0,2,0,0.125,0.25,1.0,0.75,1.0,0.75,4,9,0,0,0,0,r,False,KO/TKO,Featherweight,1,2,0.2631578947368421,0.45,0.2222222222222222,0.45,0.125,0.25,1.0,0.75,1.0,0.75,0.0,0.0,0.0
Diego Sanchez,Martin Kampmann,0,1,51,77,0.25,0.38,51,79,1 of 15,0 of 0,0.06,0.0,0,0,0,0,98,22,0.1951219512195122,0.26865671641791045,0.5,0.0,0.0,1.0,15,15,4,4,0,0,r,False,Decision - Unanimous,Welterweight,3,5,0.2524752475247525,0.3910891089108911,0.2,0.2459016393442623,0.1951219512195122,0.26865671641791045,0.5,0.0,0.0,1.0,0.0,0.0,0.3076923076923077
CB Dollaway,Mark Munoz,0,1,2,4,0.4,0.57,2,4,1 of 1,0 of 0,1.0,0.0,0,0,0,0,12,5,0.0,0.5714285714285714,0.5,0.0,1.0,0.0,1,1,0,1,1,2,b,False,KO/TKO,Middleweight,1,0,0.4,0.5714285714285714,0.25,0.3333333333333333,0.0,0.5714285714285714,0.5,0.0,1.0,0.0,1.0,1.0,0.0
Alessio Sakara,Chris Weidman,0,0,27,45,0.38,0.42,34,98,0 of 0,5 of 8,0.0,0.62,0,0,1,0,3,479,0.26666666666666666,0.45161290322580644,0.75,0.0,0.0,0.0,3,3,2,0,2,11,b,False,Decision - Unanimous,Middleweight,3,5,0.43037974683544306,0.5730994152046783,0.2,0.23076923076923078,0.26666666666666666,0.45161290322580644,0.75,0.0,0.0,0.0,1.0,0.6470588235294118,1.0
Brian Bowles,Damacio Page,0,0,19,17,0.31,0.34,20,18,1 of 1,0 of 0,1.0,0.0,1,0,0,0,8,18,0.2982456140350877,0.21621621621621623,0.5,0.6666666666666666,0.0,0.7777777777777778,16,16,0,1,3,0,r,False,Submission,Bantamweight,1,3,0.3225806451612903,0.36,0.32,0.3333333333333333,0.2982456140350877,0.21621621621621623,0.5,0.6666666666666666,0.0,0.7777777777777778,0.2727272727272727,0.0,0.0
Steve Cantwell,Cyrille Diabate,0,1,28,146,0.26,0.73,33,170,1 of 7,1 of 1,0.14,1.0,0,0,0,0,85,97,0.06451612903225806,0.6727272727272727,0.5882352941176471,0.9,1.0,0.8571428571428571,16,55,0,3,0,0,b,False,Decision - Unanimous,Light Heavyweight,3,5,0.29464285714285715,0.7555555555555555,0.3076923076923077,0.7333333333333333,0.06451612903225806,0.6727272727272727,0.5882352941176471,0.9,1.0,0.8571428571428571,0.0,0.0,0.0
Joe Stevenson,Danny Castillo,0,0,12,55,0.26,0.53,21,82,2 of 6,5 of 11,0.33,0.45,4,0,0,0,223,313,0.3,0.3333333333333333,0.0,1.0,0.0,1.0,3,6,0,4,0,12,b,False,Decision - Unanimous,Lightweight,3,5,0.38181818181818183,0.6212121212121212,0.3,0.2857142857142857,0.3,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Thiago Tavares,Shane Roller,0,1,22,26,0.31,0.24,23,26,1 of 1,0 of 1,1.0,0.0,0,0,0,0,29,12,0.25,0.2777777777777778,0.0,0.0,1.0,1.0,2,6,0,0,0,2,b,False,KO/TKO,Lightweight,2,1,0.323943661971831,0.24528301886792453,0.4,0.3,0.25,0.2777777777777778,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Takeya Mizugaki,Reuben Duran,0,0,43,67,0.46,0.46,77,105,4 of 4,0 of 2,1.0,0.0,0,0,0,0,254,60,0.4,0.2777777777777778,1.0,0.875,1.0,1.0,5,7,2,11,3,1,r,False,Decision - Split,Bantamweight,3,5,0.5789473684210527,0.5645161290322581,0.4166666666666667,0.3333333333333333,0.4,0.2777777777777778,1.0,0.875,1.0,1.0,0.6,1.0,1.0
Rob Kimmons,Dongi Yang,0,1,1,57,0.06,0.8,19,145,1 of 1,1 of 1,1.0,1.0,0,2,0,1,20,497,0.0,0.7142857142857143,0.0,1.0,0.0,1.0,0,2,0,0,0,34,b,False,KO/TKO,Middleweight,2,4,0.5757575757575758,0.8011049723756906,0.0,0.25,0.0,0.7142857142857143,0.0,1.0,0.0,1.0,0.0,0.85,0.0
David Branch,Rousimar Palhares,0,0,6,2,0.26,0.66,17,4,1 of 1,0 of 2,1.0,0.0,0,3,0,0,199,26,0.2,1.0,1.0,0.0,0.0,0.0,3,2,0,0,0,0,b,False,Submission,Middleweight,2,1,0.4857142857142857,0.8,0.42857142857142855,1.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor Pokrajac,Todd Brown,1,0,17,15,0.44,0.65,39,24,0 of 0,0 of 3,0.0,0.0,0,0,0,0,35,126,0.4473684210526316,0.42857142857142855,0.0,1.0,0.0,1.0,14,7,3,8,0,0,r,False,KO/TKO,Light Heavyweight,1,5,0.65,0.75,0.4,0.4666666666666667,0.4473684210526316,0.42857142857142855,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Michael Bisping,Jorge Rivera,1,0,50,8,0.4,0.15,57,9,3 of 8,0 of 0,0.37,0.0,0,0,0,0,77,0,0.6363636363636364,0.15384615384615385,1.0,0.0,1.0,1.0,18,4,14,0,3,0,r,False,KO/TKO,Middleweight,2,1,0.4318181818181818,0.16666666666666666,0.6428571428571429,0.26666666666666666,0.6363636363636364,0.15384615384615385,1.0,0.0,1.0,1.0,0.75,0.0,0.7368421052631579
George Sotiropoulos,Dennis Siver,0,2,38,74,0.18,0.32,38,79,0 of 13,0 of 0,0.0,0.0,0,0,0,0,8,19,0.15714285714285714,0.26666666666666666,0.16666666666666666,0.75,0.5,0.8,15,34,0,0,0,0,b,False,Decision - Unanimous,Lightweight,3,5,0.18627450980392157,0.341991341991342,0.18292682926829268,0.40963855421686746,0.15714285714285714,0.26666666666666666,0.16666666666666666,0.75,0.5,0.8,0.0,0.0,0.0
Brian Ebersole,Chris Lytle,1,0,32,24,0.52,0.36,73,56,4 of 8,0 of 0,0.5,0.0,1,5,0,2,454,91,0.47058823529411764,0.3,1.0,1.0,1.0,0.0,3,4,4,2,4,0,r,False,Decision - Unanimous,Welterweight,3,5,0.7019230769230769,0.5384615384615384,0.42857142857142855,0.5714285714285714,0.47058823529411764,0.3,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.5714285714285714
Chris Camozzi,Kyle Noke,0,0,4,4,0.57,0.4,4,4,0 of 1,1 of 1,0.0,1.0,0,1,0,0,41,0,0.0,0.25,1.0,1.0,1.0,1.0,4,3,0,0,0,1,b,False,Submission,Middleweight,1,1,0.5714285714285714,0.4,0.5714285714285714,0.3333333333333333,0.0,0.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Ross Pearson,Spencer Fisher,0,0,59,38,0.29,0.25,69,43,3 of 6,1 of 1,0.5,1.0,0,0,0,0,116,32,0.18867924528301888,0.0975609756097561,0.5714285714285714,0.5,0.5714285714285714,0.5,13,4,4,2,1,0,r,False,Decision - Unanimous,Lightweight,3,5,0.32857142857142857,0.27564102564102566,0.23636363636363636,0.09523809523809523,0.18867924528301888,0.0975609756097561,0.5714285714285714,0.5,0.5714285714285714,0.5,0.16666666666666666,0.0,0.6666666666666666
Alexander Gustafsson,James Te Huna,0,0,4,6,0.44,1.0,17,34,1 of 2,1 of 4,0.5,0.25,2,0,0,0,57,175,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0,0,0,0,4,6,r,False,Submission,Light Heavyweight,1,4,0.7727272727272727,1.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0
Nick Ring,Riki Fukuda,0,0,41,28,0.32,0.34,46,65,0 of 1,6 of 9,0.0,0.66,0,0,0,0,4,292,0.0,0.2777777777777778,0.0,1.0,0.6,1.0,3,2,0,4,0,1,r,False,Decision - Unanimous,Middleweight,3,5,0.35384615384615387,0.5371900826446281,0.15,0.16666666666666666,0.0,0.2777777777777778,0.0,1.0,0.6,1.0,0.0,0.5,0.0
Tom Blackledge,Anthony Perosh,0,0,8,7,0.61,0.53,8,11,0 of 0,1 of 4,0.0,0.25,0,1,0,0,9,68,0.5454545454545454,0.5384615384615384,1.0,0.0,1.0,0.0,4,3,0,0,4,4,b,False,Submission,Light Heavyweight,1,2,0.6153846153846154,0.6111111111111112,0.4444444444444444,0.5,0.5454545454545454,0.5384615384615384,1.0,0.0,1.0,0.0,1.0,0.5714285714285714,0.0
Zhang Tiequan,Jason Reinhardt,0,0,4,2,0.36,0.33,4,2,0 of 0,0 of 0,0.0,0.0,1,0,0,0,0,9,0.36363636363636365,0.2,0.0,0.0,0.0,1.0,4,2,0,0,0,0,r,False,Submission,Featherweight,1,0,0.36363636363636365,0.3333333333333333,0.4,0.4,0.36363636363636365,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mark Hunt,Chris Tuchscherer,1,0,14,9,0.32,0.24,24,22,0 of 0,1 of 4,0.0,0.25,0,0,0,0,2,105,0.38461538461538464,0.2,0.0,0.0,0.0,0.0,5,2,0,0,0,0,r,False,KO/TKO,Heavyweight,2,1,0.42857142857142855,0.4230769230769231,0.35714285714285715,0.2,0.38461538461538464,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maciej Jewtuszko,Curt Warburton,0,0,30,18,0.44,0.31,45,52,0 of 0,4 of 7,0.0,0.57,0,0,0,0,0,498,0.43333333333333335,0.35294117647058826,1.0,0.0,1.0,1.0,17,8,1,0,0,0,b,False,Decision - Unanimous,Lightweight,3,5,0.5232558139534884,0.4642857142857143,0.53125,0.4444444444444444,0.43333333333333335,0.35294117647058826,1.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333
Anderson Silva,Vitor Belfort,1,0,6,6,0.6,0.4,6,6,0 of 0,0 of 0,0.0,0.0,0,0,0,0,5,3,0.5,0.3076923076923077,0.0,0.0,1.0,1.0,3,5,1,1,2,0,r,False,KO/TKO,Middleweight,1,3,0.6,0.4,0.42857142857142855,0.4166666666666667,0.5,0.3076923076923077,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Forrest Griffin,Rich Franklin,0,0,50,33,0.32,0.31,126,40,5 of 7,1 of 2,0.71,0.5,0,0,0,0,353,21,0.15217391304347827,0.2564102564102564,0.5454545454545454,0.8,0.8571428571428571,1.0,15,12,3,3,1,0,r,False,Decision - Unanimous,Light Heavyweight,3,5,0.5060240963855421,0.35714285714285715,0.2542372881355932,0.2926829268292683,0.15217391304347827,0.2564102564102564,0.5454545454545454,0.8,0.8571428571428571,1.0,1.0,0.0,0.75
Jon Jones,Ryan Bader,0,0,20,5,0.47,0.2,31,8,2 of 2,0 of 2,1.0,0.0,3,0,0,0,262,0,0.058823529411764705,0.21428571428571427,1.0,0.0,0.8571428571428571,1.0,8,5,0,0,0,0,r,False,Submission,Light Heavyweight,2,4,0.5740740740740741,0.2962962962962963,0.32,0.29411764705882354,0.058823529411764705,0.21428571428571427,1.0,0.0,0.8571428571428571,1.0,0.0,0.0,0.0
Jake Ellenberger,Carlos Eduardo Rocha,0,0,25,21,0.32,0.27,41,32,3 of 5,0 of 5,0.6,0.0,0,2,0,1,105,214,0.23076923076923078,0.21739130434782608,1.0,0.0,0.5,0.6923076923076923,7,14,2,0,1,0,r,False,Decision - Split,Welterweight,3,5,0.41836734693877553,0.36363636363636365,0.28,0.4117647058823529,0.23076923076923078,0.21739130434782608,1.0,0.0,0.5,0.6923076923076923,0.25,0.0,0.6666666666666666
Miguel Torres,Antonio Banuelos,0,0,73,10,0.38,0.07,73,10,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,1,0.352112676056338,0.08928571428571429,1.0,0.0,0.0,0.0,28,4,0,1,0,0,r,False,Decision - Unanimous,Bantamweight,3,5,0.3882978723404255,0.07407407407407407,0.3888888888888889,0.07407407407407407,0.352112676056338,0.08928571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Donald Cerrone,Paul Kelly,0,0,37,22,0.5,0.29,62,29,3 of 4,0 of 0,0.75,0.0,1,2,0,0,211,0,0.38095238095238093,0.19230769230769232,0.8333333333333334,0.6,0.5714285714285714,0.6666666666666666,11,10,1,0,5,0,r,False,Submission,Lightweight,2,3,0.6138613861386139,0.35365853658536583,0.44,0.3125,0.38095238095238093,0.19230769230769232,0.8333333333333334,0.6,0.5714285714285714,0.6666666666666666,1.0,0.0,0.25
Chad Mendes,Michihiro Omigawa,0,0,56,18,0.45,0.19,67,59,4 of 10,0 of 1,0.4,0.0,0,2,0,0,375,32,0.45161290322580644,0.22580645161290322,1.0,1.0,0.0,0.0,8,8,0,1,7,0,r,False,Decision - Unanimous,Featherweight,3,5,0.48201438848920863,0.41843971631205673,0.4,0.25,0.45161290322580644,0.22580645161290322,1.0,1.0,0.0,0.0,0.5384615384615384,0.0,0.0
Norifumi Yamamoto,Demetrious Johnson,0,0,16,38,0.24,0.37,17,70,0 of 2,10 of 15,0.0,0.66,0,0,0,0,27,226,0.15384615384615385,0.25925925925925924,0.3333333333333333,0.5,0.0,1.0,3,9,0,1,0,1,b,False,Decision - Unanimous,Bantamweight,3,5,0.25757575757575757,0.5223880597014925,0.2,0.32142857142857145,0.15384615384615385,0.25925925925925924,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,0.0
Paul Taylor,Gabe Ruediger,1,0,37,17,0.6,0.34,47,60,0 of 1,0 of 6,0.0,0.0,0,0,0,0,198,67,0.5454545454545454,0.26666666666666666,1.0,0.0,1.0,0.0,7,4,6,0,1,0,r,False,KO/TKO,Lightweight,2,1,0.6527777777777778,0.631578947368421,0.5,0.36363636363636365,0.5454545454545454,0.26666666666666666,1.0,0.0,1.0,0.0,0.5,0.0,0.75
Kyle Kingsbury,Ricardo Romero,1,0,9,1,0.69,0.33,12,1,0 of 0,0 of 0,0.0,0.0,0,0,0,0,7,0,0.5555555555555556,0.3333333333333333,1.0,0.0,1.0,0.0,2,1,5,0,2,0,r,False,KO/TKO,Light Heavyweight,1,0,0.75,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.3333333333333333,1.0,0.0,1.0,0.0,0.5,0.0,0.8333333333333334
Mike Pierce,Kenny Robertson,1,0,19,12,0.51,0.33,33,24,2 of 4,0 of 0,0.5,0.0,1,0,0,0,239,13,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,2,0,0,0,8,0,r,False,KO/TKO,Welterweight,2,0,0.6470588235294118,0.47058823529411764,0.5,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Melvin Guillard,Evan Dunham,2,0,17,2,0.51,0.2,28,2,0 of 0,1 of 6,0.0,0.16,0,0,0,0,5,58,0.5,0.0,0.6666666666666666,0.5,0.0,0.0,8,2,6,0,3,0,r,False,KO/TKO,Lightweight,1,2,0.6363636363636364,0.2,0.47058823529411764,0.2,0.5,0.0,0.6666666666666666,0.5,0.0,0.0,0.42857142857142855,0.0,0.6666666666666666
Matt Mitrione,Tim Hague,2,0,16,3,0.59,0.37,17,4,0 of 0,0 of 3,0.0,0.0,0,0,0,0,14,33,0.5238095238095238,0.0,0.0,0.0,0.8333333333333334,1.0,10,3,1,0,5,0,r,False,KO/TKO,Heavyweight,1,2,0.6071428571428571,0.4444444444444444,0.5,0.375,0.5238095238095238,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,0.0,1.0
Mark Hominick,George Roop,2,0,9,12,0.56,0.37,9,12,0 of 0,0 of 1,0.0,0.0,0,0,0,0,7,0,0.5714285714285714,0.17391304347826086,0.5,0.5,0.0,1.0,8,12,0,0,1,0,r,False,KO/TKO,Featherweight,1,1,0.5625,0.375,0.5333333333333333,0.375,0.5714285714285714,0.17391304347826086,0.5,0.5,0.0,1.0,1.0,0.0,0.0
Pat Barry,Joey Beltran,1,0,46,55,0.51,0.31,58,104,0 of 0,0 of 6,0.0,0.0,0,0,0,0,53,262,0.25925925925925924,0.2222222222222222,1.0,0.6,0.9473684210526315,0.75,23,10,1,10,2,0,r,False,Decision - Unanimous,Heavyweight,3,5,0.5631067961165048,0.4425531914893617,0.5348837209302325,0.18181818181818182,0.25925925925925924,0.2222222222222222,1.0,0.6,0.9473684210526315,0.75,1.0,0.0,0.5
Cole Miller,Matt Wiman,0,0,22,76,0.41,0.46,60,106,0 of 1,1 of 1,0.0,1.0,0,1,0,0,3,660,0.2857142857142857,0.4166666666666667,1.0,0.5,0.0,1.0,2,6,1,1,0,17,b,False,Decision - Unanimous,Lightweight,3,5,0.5882352941176471,0.5096153846153846,0.2857142857142857,0.3,0.2857142857142857,0.4166666666666667,1.0,0.5,0.0,1.0,0.0,0.53125,1.0
Cody McKenzie,Yves Edwards,0,0,16,33,0.22,0.44,55,41,2 of 9,0 of 0,0.22,0.0,0,1,0,0,172,121,0.2857142857142857,0.3076923076923077,1.0,1.0,0.0,1.0,2,12,1,1,4,2,b,False,Submission,Lightweight,2,4,0.49107142857142855,0.4880952380952381,0.15384615384615385,0.4444444444444444,0.2857142857142857,0.3076923076923077,1.0,1.0,0.0,1.0,0.5714285714285714,1.0,0.5
DaMarques Johnson,Mike Guymon,0,0,2,1,0.5,1.0,11,10,1 of 1,0 of 1,1.0,0.0,0,0,0,0,185,0,0.5,0.0,0.0,0.0,0.0,1.0,0,1,0,0,2,0,r,False,Submission,Welterweight,1,3,0.8461538461538461,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0
Rani Yahya,Mike Brown,0,0,40,15,0.68,0.48,97,50,3 of 11,1 of 1,0.27,1.0,2,0,1,0,464,217,0.7894736842105263,0.0,1.0,0.0,1.0,1.0,1,0,1,1,17,2,r,False,Decision - Unanimous,Featherweight,3,5,0.751937984496124,0.6756756756756757,1.0,0.0,0.7894736842105263,0.0,1.0,0.0,1.0,1.0,0.8095238095238095,1.0,1.0
Waylon Lowe,Willamy Freire,0,0,15,23,0.53,0.46,38,67,4 of 8,1 of 1,0.5,1.0,0,0,0,0,577,88,0.5384615384615384,0.45161290322580644,0.0,0.6666666666666666,0.0,1.0,7,4,0,0,0,13,r,False,Decision - Unanimous,Lightweight,3,5,0.7037037037037037,0.6836734693877551,0.5833333333333334,0.19047619047619047,0.5384615384615384,0.45161290322580644,0.0,0.6666666666666666,0.0,1.0,0.0,0.9285714285714286,0.0
Charlie Brenneman,Amilcar Alves,0,0,26,10,0.74,0.5,114,25,3 of 9,0 of 1,0.33,0.0,0,0,0,0,737,0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,2,4,0,0,3,0,r,False,Decision - Unanimous,Welterweight,3,5,0.7972027972027972,0.625,0.4,0.5,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.75,0.0,0.0
Will Campuzano,Chris Cariaso,0,0,62,67,0.39,0.38,71,69,0 of 1,0 of 4,0.0,0.0,0,0,0,0,0,33,0.1896551724137931,0.358974358974359,0.8888888888888888,0.8,0.0,0.0,14,30,3,2,2,0,b,False,Decision - Unanimous,Bantamweight,3,5,0.4152046783625731,0.3942857142857143,0.22580645161290322,0.37037037037037035,0.1896551724137931,0.358974358974359,0.8888888888888888,0.8,0.0,0.0,1.0,0.0,1.0
Chris Leben,Brian Stann,0,3,7,30,0.28,0.6,16,48,0 of 2,0 of 0,0.0,0.0,0,1,0,0,8,104,0.125,0.55,0.6,0.875,0.5,0.5,3,10,4,12,0,8,b,False,KO/TKO,Middleweight,1,3,0.47058823529411764,0.6956521739130435,0.2,0.5263157894736842,0.125,0.55,0.6,0.875,0.5,0.5,0.0,0.6153846153846154,0.4
Nate Diaz,Dong Hyun Kim,0,0,36,19,0.42,0.41,81,34,1 of 1,3 of 7,1.0,0.42,1,0,1,1,117,498,0.5,0.3333333333333333,1.0,0.0,0.75,0.5,5,3,18,1,1,0,b,False,Decision - Unanimous,Welterweight,3,5,0.5869565217391305,0.5151515151515151,0.3125,0.3,0.5,0.3333333333333333,1.0,0.0,0.75,0.5,1.0,0.0,0.782608695652174
Clay Guida,Takanori Gomi,0,0,12,14,0.19,0.17,16,14,3 of 9,0 of 0,0.33,0.0,2,0,0,0,108,32,0.1875,0.1891891891891892,0.0,1.0,0.0,0.0,6,8,0,1,0,0,r,False,Submission,Lightweight,2,4,0.2318840579710145,0.1728395061728395,0.18181818181818182,0.21052631578947367,0.1875,0.1891891891891892,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jeremy Stephens,Marcus Davis,1,0,25,17,0.36,0.22,51,58,0 of 4,2 of 4,0.0,0.5,2,0,0,0,62,263,0.2222222222222222,0.18518518518518517,0.6666666666666666,0.5,1.0,0.6,8,9,0,0,1,0,r,False,KO/TKO,Lightweight,3,2,0.53125,0.47540983606557374,0.26666666666666666,0.2647058823529412,0.2222222222222222,0.18518518518518517,0.6666666666666666,0.5,1.0,0.6,1.0,0.0,0.0
Dustin Poirier,Josh Grispi,0,0,77,16,0.52,0.37,106,35,0 of 0,2 of 9,0.0,0.22,0,2,1,0,469,162,0.4782608695652174,0.6666666666666666,1.0,1.0,0.6666666666666666,0.0,7,3,7,1,0,1,r,False,Decision - Unanimous,Featherweight,3,5,0.585635359116022,0.5555555555555556,0.5,0.75,0.4782608695652174,0.6666666666666666,1.0,1.0,0.6666666666666666,0.0,0.0,0.5,0.5384615384615384
Phil Baroni,Brad Tavares,1,1,11,22,0.68,0.7,23,25,0 of 0,0 of 3,0.0,0.0,1,0,0,0,109,44,0.5454545454545454,0.6521739130434783,1.0,1.0,1.0,0.75,2,8,2,8,7,6,b,False,KO/TKO,Middleweight,1,4,0.7931034482758621,0.7352941176470589,0.4,0.7272727272727273,0.5454545454545454,0.6521739130434783,1.0,1.0,1.0,0.75,0.875,0.6,0.6666666666666666
Mike Brown,Diego Nunes,0,0,68,65,0.58,0.58,101,75,4 of 16,0 of 1,0.25,0.0,0,0,0,0,295,130,0.3333333333333333,0.43478260869565216,1.0,0.7272727272727273,1.0,0.8,1,12,14,9,5,1,b,False,Decision - Split,Featherweight,3,5,0.6158536585365854,0.6147540983606558,0.14285714285714285,0.5,0.3333333333333333,0.43478260869565216,1.0,0.7272727272727273,1.0,0.8,1.0,0.5,0.7777777777777778
Daniel Roberts,Greg Soto,0,0,3,6,0.23,0.46,8,6,1 of 2,0 of 0,0.5,0.0,2,1,0,0,106,31,0.23076923076923078,0.45454545454545453,0.0,0.5,0.0,0.0,3,2,0,2,0,2,r,False,Submission,Welterweight,1,3,0.36363636363636365,0.46153846153846156,0.25,0.2222222222222222,0.23076923076923078,0.45454545454545453,0.0,0.5,0.0,0.0,0.0,1.0,0.0
Jacob Volkmann,Antonio McKee,0,0,10,25,0.21,0.45,21,41,1 of 2,1 of 4,0.5,0.25,2,0,0,1,264,168,0.07692307692307693,0.3076923076923077,1.0,1.0,0.75,1.0,3,7,0,0,2,0,r,False,Decision - Split,Lightweight,3,5,0.3620689655172414,0.5466666666666666,0.1875,0.4375,0.07692307692307693,0.3076923076923077,1.0,1.0,0.75,1.0,1.0,0.0,0.0
Georges St-Pierre,Josh Koscheck,0,0,110,16,0.42,0.11,136,30,4 of 9,1 of 4,0.44,0.25,0,0,0,0,285,74,0.40625,0.0,0.25,0.0,0.7272727272727273,0.0,19,0,3,0,0,0,r,False,Decision - Unanimous,Welterweight,5,5,0.4657534246575342,0.20270270270270271,0.4318181818181818,0.0,0.40625,0.0,0.25,0.0,0.7272727272727273,0.0,0.0,0.0,1.0
Stefan Struve,Sean McCorkle,0,0,11,4,0.57,0.44,18,8,0 of 0,1 of 1,0.0,1.0,0,2,1,0,16,186,0.5789473684210527,0.4444444444444444,0.0,0.0,0.0,0.0,1,0,0,0,10,4,r,False,KO/TKO,Heavyweight,1,3,0.6666666666666666,0.6153846153846154,0.25,0.0,0.5789473684210527,0.4444444444444444,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.0
Jim Miller,Charles Oliveira,0,0,1,5,0.16,0.62,6,8,1 of 1,0 of 1,1.0,0.0,2,0,0,0,91,0,0.16666666666666666,0.4,0.0,1.0,0.0,1.0,0,3,0,0,1,2,r,False,Submission,Lightweight,1,1,0.5454545454545454,0.6666666666666666,0.0,0.6,0.16666666666666666,0.4,0.0,1.0,0.0,1.0,0.5,1.0,0.0
Joe Stevenson,Mac Danzig,0,1,6,9,0.31,0.39,6,9,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,1,0.23529411764705882,0.3684210526315789,1.0,0.0,1.0,0.5,6,8,0,0,0,1,b,False,KO/TKO,Lightweight,1,1,0.3157894736842105,0.391304347826087,0.3157894736842105,0.38095238095238093,0.23529411764705882,0.3684210526315789,1.0,0.0,1.0,0.5,0.0,1.0,0.0
