winner,win_con,title_bout,r_fighter,b_fighter,weight_class,r_str_acc,b_str_acc,r_td,b_td,r_SLpM,b_SLpM,r_SApM,b_SApM,r_consec_wins,b_consec_wins,r_wins,b_wins,r_losses,b_losses,r_reach_adv,r_stance,b_stance
r,Decision - Majority,False,Chris Tuchscherer,Tim Hague,Heavyweight,0.37,0.48,1,1,1.6,2.2666666666666666,2.2666666666666666,1.6,0,0,0,1,1,1,0.0,Orthodox,Orthodox
r,KO/TKO,False,Joey Beltran,Rolles Gracie,Heavyweight,0.44,0.32,0,1,3.6666666666666665,2.5,2.5,3.6666666666666665,0,0,0,0,0,0,,Orthodox,
r,Decision - Split,False,Gray Maynard,Nate Diaz,Lightweight,0.28,0.27,0,0,2.7333333333333334,4.666666666666667,4.666666666666667,2.7333333333333334,6,1,6,6,0,2,-6.0,Orthodox,Southpaw
r,Submission,False,Evan Dunham,Efrain Escudero,Lightweight,0.27,0.35,3,0,2.0,2.3636363636363638,2.3636363636363638,2.0,2,2,2,2,0,0,-1.0,Southpaw,Orthodox
r,Decision - Split,False,Aaron Simpson,Tom Lawlor,Middleweight,0.33,0.4,2,1,2.4,3.466666666666667,3.466666666666667,2.4,2,2,2,2,0,0,-1.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Amir Sadollah,Brad Blackburn,Welterweight,0.53,0.24,2,0,5.8,2.466666666666667,2.466666666666667,5.8,1,3,2,3,1,0,2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Chris Leben,Jay Silva,Middleweight,0.6,0.27,2,0,4.0,1.0,1.0,4.0,0,0,8,0,5,1,,Southpaw,
r,Decision - Split,False,Rick Story,Jesse Lennox,Welterweight,0.27,0.17,2,1,3.1333333333333333,1.4666666666666666,1.4666666666666666,3.1333333333333333,1,1,1,1,1,0,-1.0,Southpaw,Orthodox
r,Submission,False,Rory MacDonald,Mike Guymon,Welterweight,0.42,0.33,2,0,2.0,1.5,1.5,2.0,0,0,0,0,0,0,2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Rafael Dos Anjos,Kyle Bradley,Lightweight,0.37,0.39,5,0,2.8,1.4,1.4,2.8,1,1,1,1,2,2,-1.0,Southpaw,Orthodox
r,KO/TKO,False,Gerald Harris,John Salter,Middleweight,0.25,0.09,1,1,1.6153846153846154,0.5384615384615384,0.5384615384615384,1.6153846153846154,0,0,0,0,0,0,3.0,Southpaw,Southpaw
r,Decision - Split,False,Nick Catone,Jesse Forbes,Middleweight,0.31,0.2,2,0,2.1333333333333333,2.1333333333333333,2.1333333333333333,2.1333333333333333,0,0,1,0,2,1,-3.0,Southpaw,Southpaw
r,Decision - Unanimous,False,Rashad Evans,Thiago Silva,Light Heavyweight,0.18,0.36,8,0,0.8,2.066666666666667,2.066666666666667,0.8,0,1,8,5,1,1,1.0,Orthodox,Orthodox
r,KO/TKO,False,Paul Daley,Dustin Hazelett,Welterweight,0.4,0.36,0,0,4.0,2.0,2.0,4.0,1,2,1,5,0,2,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Sam Stout,Joe Lauzon,Lightweight,0.35,0.32,0,4,6.266666666666667,1.7333333333333334,1.7333333333333334,6.266666666666667,1,2,3,5,4,1,-1.0,Orthodox,Orthodox
r,Submission,False,Jim Miller,Duane Ludwig,Lightweight,0.26,0.07,0,0,3.0,1.0,1.0,3.0,2,2,4,2,1,0,1.0,Southpaw,Orthodox
r,KO/TKO,False,Junior Dos Santos,Gilbert Yvel,Heavyweight,0.42,0.16,0,0,7.0,1.5,1.5,7.0,3,0,3,0,0,0,0.0,Orthodox,Orthodox
r,Submission,False,Martin Kampmann,Jacob Volkmann,Welterweight,0.41,0.36,0,0,3.5,3.25,3.25,3.5,0,0,6,0,2,1,1.0,Orthodox,Southpaw
r,Submission,False,Cole Miller,Dan Lauzon,Lightweight,0.44,0.41,0,1,5.0,3.3333333333333335,3.3333333333333335,5.0,0,0,4,0,2,1,,Orthodox,
r,KO/TKO,False,Mark Munoz,Ryan Jensen,Middleweight,0.57,0.56,1,0,8.0,4.5,4.5,8.0,1,1,1,1,1,3,-5.0,Orthodox,Orthodox
r,KO/TKO,False,Jake Ellenberger,Mike Pyle,Welterweight,0.38,0.62,2,0,3.0,1.0,1.0,3.0,0,1,0,1,1,1,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Rafaello Oliveira,John Gunderson,Lightweight,0.46,0.03,6,1,1.4,0.06666666666666667,0.06666666666666667,1.4,0,0,0,0,1,0,2.0,Orthodox,Orthodox
r,TKO - Doctor's Stoppage,True,BJ Penn,Diego Sanchez,Lightweight,0.53,0.07,0,0,3.1818181818181817,0.36363636363636365,0.36363636363636365,3.1818181818181817,1,4,10,10,4,2,-2.0,Orthodox,Southpaw
r,Submission,False,Frank Mir,Cheick Kongo,Heavyweight,0.4,0.0,0,0,2.0,0.0,0.0,2.0,0,0,10,7,4,3,-3.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Jon Fitch,Mike Pierce,Welterweight,0.33,0.31,4,1,3.6666666666666665,3.6,3.6,3.6666666666666665,2,1,10,1,1,0,3.0,Orthodox,Orthodox
r,Submission,False,Kenny Florian,Clay Guida,Lightweight,0.28,0.18,1,0,3.142857142857143,1.8571428571428572,1.8571428571428572,3.142857142857143,0,0,9,5,3,4,4.0,Southpaw,Orthodox
r,Decision - Majority,False,Stefan Struve,Paul Buentello,Heavyweight,0.46,0.41,1,0,3.6,2.466666666666667,2.466666666666667,3.6,2,1,2,3,1,1,7.0,Orthodox,Orthodox
r,KO/TKO,False,Alan Belcher,Wilson Gouveia,Catch Weight,0.37,0.32,0,0,7.0,9.666666666666666,9.666666666666666,7.0,0,0,5,6,4,3,-1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Matt Wiman,Shane Nelson,Lightweight,0.42,0.23,2,1,3.6666666666666665,1.3333333333333333,1.3333333333333333,3.6666666666666665,0,0,4,2,3,1,-2.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Johny Hendricks,Ricardo Funch,Welterweight,0.59,0.61,7,1,3.2666666666666666,1.0666666666666667,1.0666666666666667,3.2666666666666666,1,0,1,0,0,0,-5.0,Southpaw,Southpaw
r,Submission,False,Rousimar Palhares,Lucio Linhares,Middleweight,0.42,0.29,1,2,0.75,1.0,1.0,0.75,1,0,2,0,1,0,,Orthodox,
r,Submission,False,DaMarques Johnson,Edgar Garcia,Welterweight,0.27,0.35,0,1,2.5,4.25,4.25,2.5,0,0,0,0,1,1,4.0,Orthodox,Orthodox
r,KO/TKO,False,TJ Grant,Kevin Burns,Welterweight,0.7,0.37,1,0,7.0,3.5,3.5,7.0,0,0,1,2,1,2,-2.0,Orthodox,Orthodox
r,KO/TKO,True,Roy Nelson,Brendan Schaub,Ultimate Fighter 10 Heavyweight Tournament,0.22,0.25,1,0,2.6666666666666665,4.0,4.0,2.6666666666666665,0,0,0,0,0,0,-5.0,Orthodox,Orthodox
r,DQ,False,Matt Hamill,Jon Jones,Light Heavyweight,0.29,0.5,0,1,1.25,11.0,11.0,1.25,2,3,6,3,2,0,-8.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Kevin Ferguson,Houston Alexander,Catch Weight,0.4,0.54,4,0,1.8,2.8666666666666667,2.8666666666666667,1.8,0,0,0,2,0,3,5.0,Orthodox,Orthodox
r,Submission,False,Frankie Edgar,Matt Veach,Lightweight,0.4,0.16,0,3,3.5714285714285716,1.0,1.0,3.5714285714285716,2,1,5,1,1,0,,Orthodox,
r,KO/TKO,False,Matt Mitrione,Marcus Jones,Heavyweight,0.41,0.52,0,3,2.8,2.0,2.0,2.8,0,0,0,0,0,0,,Switch,
r,KO/TKO,False,James McSweeney,Darrill Schoonover,Heavyweight,0.61,0.33,1,0,4.461538461538462,1.2307692307692308,1.2307692307692308,4.461538461538462,0,0,0,0,0,0,,Switch,
r,Decision - Split,False,Jon Madsen,Justin Wren,Heavyweight,0.26,0.1,0,0,1.7333333333333334,1.1333333333333333,1.1333333333333333,1.7333333333333334,0,0,0,0,0,0,,Orthodox,
r,Decision - Unanimous,False,Brian Stann,Rodney Wallace,Light Heavyweight,0.53,0.42,0,7,2.4,1.0,1.0,2.4,1,0,1,0,1,0,2.0,Orthodox,Switch
r,KO/TKO,False,John Howard,Dennis Hallman,Welterweight,0.63,0.33,2,2,1.0,0.5714285714285714,0.5714285714285714,1.0,2,0,2,1,0,3,0.0,Orthodox,Orthodox
r,Submission,False,Mark Bocek,Joe Brammer,Lightweight,0.37,0.15,2,0,2.0,1.0,1.0,2.0,2,0,3,0,2,0,,Orthodox,
r,Decision - Split,False,Forrest Griffin,Tito Ortiz,Light Heavyweight,0.33,0.32,0,3,4.666666666666667,1.6,1.6,4.666666666666667,0,0,7,14,4,6,3.0,Orthodox,Orthodox
r,Submission,False,Josh Koscheck,Anthony Johnson,Welterweight,0.35,0.22,2,0,2.111111111111111,1.7777777777777777,1.7777777777777777,2.111111111111111,1,3,11,5,4,2,-5.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Paulo Thiago,Jacob Volkmann,Welterweight,0.44,0.42,2,1,2.2666666666666666,1.0666666666666667,1.0666666666666667,2.2666666666666666,0,0,1,0,1,0,3.0,Orthodox,Southpaw
r,KO/TKO,False,Rogerio Nogueira,Luiz Cane,Light Heavyweight,0.5,0.21,0,0,14.0,3.0,3.0,14.0,0,3,0,3,0,1,-2.0,Southpaw,Southpaw
r,Decision - Unanimous,False,Amir Sadollah,Phil Baroni,Welterweight,0.6,0.36,0,1,8.933333333333334,3.4,3.4,8.933333333333334,0,0,1,3,1,5,3.0,Orthodox,Orthodox
r,KO/TKO,False,Ben Saunders,Marcus Davis,Welterweight,0.56,0.33,0,0,7.333333333333333,2.6666666666666665,2.6666666666666665,7.333333333333333,0,0,3,8,1,3,7.0,Orthodox,Southpaw
r,Submission,False,Kendall Grove,Jake Rosholt,Middleweight,0.37,0.41,1,3,1.0,1.6666666666666667,1.6666666666666667,1.0,0,1,5,1,3,1,,Orthodox,
r,KO/TKO,False,Brian Foster,Brock Larson,Welterweight,0.44,0.42,2,1,3.5,0.75,0.75,3.5,0,0,0,3,1,2,0.0,Orthodox,Southpaw
r,Submission,False,George Sotiropoulos,Jason Dent,Lightweight,0.27,0.36,3,0,3.6666666666666665,2.7777777777777777,2.7777777777777777,3.6666666666666665,3,1,3,1,0,2,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Randy Couture,Brandon Vera,Light Heavyweight,0.53,0.52,1,1,2.6,1.8,1.8,2.6,0,2,13,7,7,3,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Dan Hardy,Mike Swick,Welterweight,0.49,0.38,1,0,3.6666666666666665,2.533333333333333,2.533333333333333,3.6666666666666665,3,4,3,9,0,1,-3.0,Orthodox,Orthodox
r,KO/TKO,False,Michael Bisping,Denis Kang,Middleweight,0.34,0.2,3,0,3.2222222222222223,1.2222222222222223,1.2222222222222223,3.2222222222222223,0,1,7,1,2,1,-2.0,Orthodox,Orthodox
r,KO/TKO,False,Matt Brown,James Wilks,Welterweight,0.6,0.35,0,1,3.75,1.5833333333333333,1.5833333333333333,3.75,2,1,3,1,1,0,0.0,Orthodox,Orthodox
r,TKO - Doctor's Stoppage,False,Ross Pearson,Aaron Riley,Lightweight,0.48,0.2,0,0,6.555555555555555,1.6666666666666667,1.6666666666666667,6.555555555555555,1,1,1,2,0,3,0.0,Orthodox,Southpaw
r,Decision - Unanimous,False,John Hathaway,Paul Taylor,Welterweight,0.54,0.26,5,0,5.333333333333333,0.3333333333333333,0.3333333333333333,5.333333333333333,2,1,2,3,0,3,3.0,Orthodox,Orthodox
r,Submission,False,Terry Etim,Shannon Gugerty,Lightweight,0.29,0.26,0,1,2.8333333333333335,1.8333333333333333,1.8333333333333333,2.8333333333333335,3,1,4,2,2,1,2.0,Orthodox,Orthodox
r,KO/TKO,False,Nick Osipczak,Matthew Riddle,Welterweight,0.45,0.51,0,4,3.5384615384615383,2.1538461538461537,2.1538461538461537,3.5384615384615383,1,3,1,3,0,0,0.0,Orthodox,Southpaw
r,KO/TKO,False,Dennis Siver,Paul Kelly,Lightweight,0.23,0.14,0,1,5.428571428571429,1.7142857142857142,1.7142857142857142,5.428571428571429,2,2,3,3,3,1,0.0,Orthodox,Orthodox
r,KO/TKO,False,Alexander Gustafsson,Jared Hamman,Light Heavyweight,0.26,0.35,0,0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,4.0,Orthodox,Orthodox
r,KO/TKO,False,Andre Winner,Rolando Delgado,Lightweight,0.5,0.24,0,0,4.666666666666667,3.6666666666666665,3.6666666666666665,4.666666666666667,0,0,0,1,1,1,-4.0,Orthodox,Orthodox
r,Decision - Unanimous,True,Lyoto Machida,Mauricio Rua,Light Heavyweight,0.32,0.54,0,0,1.4,3.2,3.2,1.4,7,2,7,2,0,1,-2.0,Southpaw,Orthodox
r,KO/TKO,False,Cain Velasquez,Ben Rothwell,Heavyweight,0.65,0.14,5,0,12.4,0.6,0.6,12.4,4,0,4,0,0,0,-1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Gleison Tibau,Josh Neer,Lightweight,0.18,0.24,11,0,1.4666666666666666,1.6,1.6,1.4666666666666666,0,0,5,4,4,5,-1.0,Southpaw,Orthodox
r,KO/TKO,False,Joe Stevenson,Spencer Fisher,Lightweight,0.52,0.31,2,0,3.111111111111111,1.5555555555555556,1.5555555555555556,3.111111111111111,1,3,7,8,4,3,2.0,Orthodox,Southpaw
r,KO/TKO,False,Anthony Johnson,Yoshiyuki Yoshida,Welterweight,0.5,0.0,0,0,10.0,0.0,0.0,10.0,2,1,4,2,2,1,8.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Ryan Bader,Eric Schafer,Light Heavyweight,0.31,0.21,3,0,3.466666666666667,1.6666666666666667,1.6666666666666667,3.466666666666667,2,2,2,3,0,2,-2.0,Orthodox,Orthodox
r,KO/TKO,False,Pat Barry,Antoni Hardonk,Heavyweight,0.45,0.4,0,0,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,0,0,1,4,1,3,-4.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Chael Sonnen,Yushin Okami,Middleweight,0.32,0.16,4,0,6.066666666666666,1.6666666666666667,1.6666666666666667,6.066666666666666,1,3,2,7,3,1,-2.0,Southpaw,Southpaw
r,KO/TKO,False,Jorge Rivera,Rob Kimmons,Middleweight,0.48,0.42,0,1,6.0,2.090909090909091,2.090909090909091,6.0,1,1,5,2,5,1,0.0,Orthodox,Orthodox
r,Decision - Split,False,Kyle Kingsbury,Razak Al-Hassan,Light Heavyweight,0.25,0.39,2,1,1.6666666666666667,2.066666666666667,2.066666666666667,1.6666666666666667,0,0,0,0,1,1,,Orthodox,
r,Submission,False,Stefan Struve,Chase Gormley,Heavyweight,0.75,0.34,1,1,3.0,2.0,2.0,3.0,1,0,1,0,1,0,,Orthodox,
r,KO/TKO,False,Vitor Belfort,Rich Franklin,Catch Weight,0.4,0.21,0,0,3.0,1.3333333333333333,1.3333333333333333,3.0,0,1,7,12,4,3,-2.0,Southpaw,Southpaw
r,KO/TKO,False,Junior Dos Santos,Mirko Filipovic,Heavyweight,0.44,0.44,0,0,5.833333333333333,1.8333333333333333,1.8333333333333333,5.833333333333333,2,1,2,2,0,2,4.0,Orthodox,Southpaw
r,KO/TKO,False,Paul Daley,Martin Kampmann,Welterweight,0.42,0.34,0,0,13.5,6.0,6.0,13.5,0,2,0,6,0,1,4.0,Orthodox,Orthodox
r,KO/TKO,False,Josh Koscheck,Frank Trigg,Welterweight,0.52,0.11,0,0,9.0,1.0,1.0,9.0,0,0,10,2,4,3,2.0,Orthodox,Southpaw
r,KO/TKO,False,Tyson Griffin,Hermes Franca,Lightweight,0.44,0.15,0,0,8.375,1.375,1.375,8.375,1,1,6,6,2,4,-3.0,Orthodox,Orthodox
r,KO/TKO,False,Efrain Escudero,Cole Miller,Lightweight,0.31,0.11,1,0,3.3333333333333335,2.0,2.0,3.3333333333333335,1,2,1,4,0,1,-2.0,Orthodox,Orthodox
r,Submission,False,Tomasz Drwal,Drew McFedries,Middleweight,0.42,0.36,3,0,5.166666666666667,2.8333333333333335,2.8333333333333335,5.166666666666667,2,1,2,4,1,4,4.0,Orthodox,Southpaw
r,KO/TKO,False,Jim Miller,Steve Lopez,Lightweight,0.34,0.12,0,0,6.0,1.2,1.2,6.0,1,0,3,0,1,0,,Southpaw,
r,Decision - Unanimous,False,Nik Lentz,Rafaello Oliveira,Lightweight,0.49,0.26,4,4,4.466666666666667,1.9333333333333333,1.9333333333333333,4.466666666666667,0,0,0,0,0,0,-3.0,Orthodox,Orthodox
r,Submission,False,Rick Story,Brian Foster,Welterweight,0.3,0.12,3,0,3.0,1.0,1.0,3.0,0,0,0,0,1,0,0.0,Southpaw,Orthodox
r,Decision - Split,False,Eliot Marshall,Jason Brilz,Light Heavyweight,0.24,0.25,0,0,1.9333333333333333,1.8,1.8,1.9333333333333333,2,2,2,2,0,0,6.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Vladimir Matyushenko,Igor Pokrajac,Light Heavyweight,0.41,0.26,4,1,2.933333333333333,1.1333333333333333,1.1333333333333333,2.933333333333333,0,0,3,0,2,0,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Rafael Dos Anjos,Rob Emerson,Lightweight,0.31,0.15,2,0,3.466666666666667,1.8,1.8,3.466666666666667,0,0,0,2,2,1,0.0,Southpaw,Orthodox
r,Submission,False,Nate Diaz,Melvin Guillard,Lightweight,0.28,0.26,2,3,3.0,1.5714285714285714,1.5714285714285714,3.0,0,2,5,5,2,3,5.0,Southpaw,Orthodox
r,Decision - Split,False,Gray Maynard,Roger Huerta,Lightweight,0.29,0.24,3,0,1.5333333333333334,2.6666666666666665,2.6666666666666665,1.5333333333333334,5,0,5,6,0,1,0.0,Orthodox,Orthodox
r,Decision - Split,False,Carlos Condit,Jake Ellenberger,Welterweight,0.38,0.47,1,3,1.8,1.8666666666666667,1.8666666666666667,1.8,0,0,0,0,1,0,4.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Nate Quarry,Tim Credeur,Middleweight,0.4,0.24,0,0,3.533333333333333,2.6666666666666665,2.6666666666666665,3.533333333333333,1,3,6,3,2,0,-3.0,OpenStance,Orthodox
r,Decision - Unanimous,False,Brian Stann,Steve Cantwell,Light Heavyweight,0.24,0.22,0,0,2.933333333333333,2.3333333333333335,2.3333333333333335,2.933333333333333,0,0,0,1,1,1,-1.0,Orthodox,Orthodox
r,Submission,False,Mike Pyle,Chris Wilson,Welterweight,0.29,0.34,2,1,1.0,1.5833333333333333,1.5833333333333333,1.0,0,0,0,1,1,2,-1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,CB Dollaway,Jay Silva,Middleweight,0.58,0.43,6,0,2.1333333333333333,1.2666666666666666,1.2666666666666666,2.1333333333333333,0,0,2,0,2,0,,Orthodox,
r,TKO - Doctor's Stoppage,False,Jeremy Stephens,Justin Buchholz,Lightweight,0.56,0.18,0,0,9.333333333333334,3.0,3.0,9.333333333333334,0,0,3,1,4,2,-2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Mike Pierce,Brock Larson,Welterweight,0.5,0.33,6,0,1.8,0.7333333333333333,0.7333333333333333,1.8,0,3,0,3,0,1,0.0,Orthodox,Southpaw
r,Submission,False,Ryan Jensen,Steve Steinbeiss,Middleweight,0.52,0.36,1,0,3.0,2.3333333333333335,2.3333333333333335,3.0,0,0,0,0,3,0,1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Antonio Rodrigo Nogueira,Randy Couture,Heavyweight,0.28,0.4,0,0,1.8,2.8,2.8,1.8,0,0,2,13,1,6,2.0,Orthodox,Orthodox
r,KO/TKO,False,Thiago Silva,Keith Jardine,Light Heavyweight,0.62,0.17,0,0,5.0,3.0,3.0,5.0,0,0,4,6,1,4,-2.0,Orthodox,Orthodox
r,Submission,False,Jake Rosholt,Chris Leben,Middleweight,0.5,0.32,3,1,1.9090909090909092,1.2727272727272727,1.2727272727272727,1.9090909090909092,0,0,0,8,1,4,,,Southpaw
r,KO/TKO,False,Nate Marquardt,Demian Maia,Middleweight,1.0,0.0,0,0,1.0,0.0,0.0,1.0,2,5,7,5,2,0,2.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Brandon Vera,Krzysztof Soszynski,Light Heavyweight,0.46,0.32,1,1,4.133333333333334,2.7333333333333334,2.7333333333333334,4.133333333333334,1,3,6,3,3,0,1.0,Orthodox,OpenStance
r,KO/TKO,False,Aaron Simpson,Ed Herman,Middleweight,0.5,0.21,3,0,5.0,1.4,1.4,5.0,1,1,1,4,0,4,-4.0,Orthodox,Orthodox
r,KO/TKO,False,Gabriel Gonzaga,Chris Tuchscherer,Heavyweight,0.81,0.0,0,0,11.0,0.0,0.0,11.0,0,0,6,0,3,0,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Mike Russow,Justin McCully,Heavyweight,0.58,0.18,8,0,1.4,0.7333333333333333,0.7333333333333333,1.4,0,1,0,2,0,1,0.0,Orthodox,Orthodox
r,KO/TKO,False,Todd Duffee,Tim Hague,Heavyweight,0.8,0.0,0,0,4.0,0.0,0.0,4.0,0,1,0,1,0,0,2.0,Orthodox,Orthodox
r,Decision - Split,False,Mark Munoz,Nick Catone,Middleweight,0.51,0.46,2,3,3.533333333333333,2.533333333333333,2.533333333333333,3.533333333333333,0,0,0,1,1,1,-1.0,Orthodox,Southpaw
r,Decision - Split,False,Evan Dunham,Marcus Aurelio,Lightweight,0.36,0.26,1,3,3.8666666666666667,1.8,1.8,3.8666666666666667,1,0,1,2,0,3,-4.0,Southpaw,Orthodox
r,Submission,True,BJ Penn,Kenny Florian,Lightweight,0.6,0.32,1,0,3.1666666666666665,1.0555555555555556,1.0555555555555556,3.1666666666666665,0,6,9,9,4,2,-4.0,Orthodox,Southpaw
r,KO/TKO,False,Anderson Silva,Forrest Griffin,Light Heavyweight,0.52,0.07,0,0,4.333333333333333,1.0,1.0,4.333333333333333,9,0,9,7,0,3,0.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Aaron Riley,Shane Nelson,Lightweight,0.4,0.37,2,0,3.3333333333333335,1.8666666666666667,1.8666666666666667,3.3333333333333335,0,2,1,2,3,0,-1.0,Southpaw,Southpaw
r,KO/TKO,False,Johny Hendricks,Amir Sadollah,Welterweight,0.46,0.22,0,0,7.0,2.0,2.0,7.0,0,1,0,1,0,0,-6.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Ricardo Almeida,Kendall Grove,Middleweight,0.61,0.4,6,0,2.533333333333333,1.6666666666666667,1.6666666666666667,2.533333333333333,1,2,3,5,3,2,-5.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Kurt Pellegrino,Josh Neer,Lightweight,0.43,0.5,3,0,1.4,1.6,1.6,1.4,2,1,5,4,3,4,-2.0,Orthodox,Orthodox
r,Decision - Split,False,John Howard,Tamdan McCrory,Welterweight,0.51,0.23,5,2,1.2666666666666666,0.7333333333333333,0.7333333333333333,1.2666666666666666,1,1,1,3,0,2,-4.0,Orthodox,Switch
r,Decision - Split,False,Alessio Sakara,Thales Leites,Middleweight,0.28,0.21,0,4,1.6,1.4666666666666666,1.4666666666666666,1.6,1,0,4,5,4,2,-6.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Matthew Riddle,Dan Cramer,Welterweight,0.7,0.17,2,0,3.1333333333333333,0.3333333333333333,0.3333333333333333,3.1333333333333333,2,1,2,1,0,0,,Southpaw,
r,Submission,False,George Sotiropoulos,George Roop,Lightweight,0.42,0.1,3,0,2.3333333333333335,0.8333333333333334,0.8333333333333334,2.3333333333333335,2,1,2,1,0,1,-1.0,Orthodox,Orthodox
r,TKO - Doctor's Stoppage,False,Jesse Lennox,Danillo Villefort,Welterweight,0.32,0.37,1,1,2.8461538461538463,3.3076923076923075,3.3076923076923075,2.8461538461538463,0,0,0,0,0,0,,Orthodox,
r,Decision - Unanimous,False,Jon Fitch,Paulo Thiago,Welterweight,0.44,0.45,4,0,1.0,0.3333333333333333,0.3333333333333333,1.0,1,1,9,1,1,0,0.0,Orthodox,Orthodox
r,KO/TKO,True,Brock Lesnar,Frank Mir,Heavyweight,0.92,0.33,1,0,7.833333333333333,0.6666666666666666,0.6666666666666666,7.833333333333333,2,3,2,10,1,3,2.0,Orthodox,Southpaw
r,Decision - Unanimous,True,Georges St-Pierre,Thiago Alves,Welterweight,0.46,0.18,10,0,2.36,1.2,1.2,2.36,5,7,12,9,2,2,6.0,Orthodox,Orthodox
r,KO/TKO,False,Dan Henderson,Michael Bisping,Middleweight,0.29,0.2,0,0,3.625,2.75,2.75,3.625,2,3,4,7,2,1,-1.0,Orthodox,Orthodox
r,Decision - Split,False,Yoshihiro Akiyama,Alan Belcher,Middleweight,0.35,0.48,3,0,3.6666666666666665,5.066666666666666,5.066666666666666,3.6666666666666665,0,2,0,5,0,3,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Mark Coleman,Stephan Bonnar,Light Heavyweight,0.55,0.43,3,0,1.3333333333333333,1.7333333333333334,1.7333333333333334,1.3333333333333333,0,0,6,5,4,4,-4.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Jim Miller,Mac Danzig,Lightweight,0.4,0.35,6,0,2.466666666666667,1.3333333333333333,1.3333333333333333,2.466666666666667,0,0,2,2,1,2,1.0,Southpaw,Orthodox
r,Submission,False,Jon Jones,Jake O'Brien,Light Heavyweight,0.28,0.16,0,0,3.5714285714285716,1.5714285714285714,1.5714285714285714,3.5714285714285716,2,1,2,4,0,2,8.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Dong Hyun Kim,TJ Grant,Welterweight,0.49,0.5,4,1,1.9333333333333333,1.4666666666666666,1.4666666666666666,1.9333333333333333,2,1,2,1,0,0,4.0,Southpaw,Orthodox
r,Submission,False,Tom Lawlor,CB Dollaway,Middleweight,0.0,0.2,0,0,0.0,1.0,1.0,0.0,1,2,1,2,0,1,-2.0,Southpaw,Orthodox
r,Submission,False,Shannon Gugerty,Matt Grice,Lightweight,0.1,0.5,1,0,0.5,2.0,2.0,0.5,0,0,1,1,1,2,1.0,Orthodox,Orthodox
r,Decision - Split,False,Diego Sanchez,Clay Guida,Lightweight,0.47,0.3,1,2,4.533333333333333,1.9333333333333333,1.9333333333333333,4.533333333333333,3,3,9,5,2,3,2.0,Southpaw,Orthodox
r,Submission,True,James Wilks,DaMarques Johnson,Ultimate Fighter 9 Welterweight Tournament,0.58,0.61,2,0,4.25,3.25,3.25,4.25,0,0,0,0,0,0,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Chris Lytle,Kevin Burns,Welterweight,0.4,0.35,0,1,6.733333333333333,4.6,4.6,6.733333333333333,0,0,5,2,9,1,-6.0,Orthodox,Orthodox
r,Decision - Unanimous,True,Ross Pearson,Andre Winner,Ultimate Fighter 9 Lightweight Tournament,0.57,0.53,0,0,4.933333333333334,3.066666666666667,3.066666666666667,4.933333333333334,0,0,0,0,0,0,-4.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Joe Stevenson,Nate Diaz,Lightweight,0.57,0.2,8,1,1.8,0.4,0.4,1.8,0,0,6,5,4,1,-6.0,Orthodox,Southpaw
r,Decision - Split,False,Melvin Guillard,Gleison Tibau,Lightweight,0.26,0.28,1,6,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.8666666666666667,1,2,4,5,3,3,0.0,Orthodox,Southpaw
r,Decision - Split,False,Brad Blackburn,Edgar Garcia,Welterweight,0.4,0.21,0,1,4.4,2.6,2.6,4.4,2,0,2,0,0,0,2.0,Orthodox,Orthodox
